title,website,phone,address,content,Emails
Universidad Rosario Castellanos Unidad Justo Sierra,https://www.rcastellanos.cdmx.gob.mx/,,"Justo Sierra 49, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Centro, CDMX, México",Error scraping content,Error extracting emails
"Universidad Obrera de México ""Vicente Lombardo Toledano""",http://www.uom.mx/,+52 55 5702 4087,"San Ildefonso 72, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06020 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ESFM - Escuela Superior de Física y Matemáticas - IPN,https://www.esfm.ipn.mx/,+52 55 5729 6000,"Avenida Instituto Politécnico Nacional s/n Edificio 9 Unidad Profesional “Adolfo López Mateos” Col. San Pedro Zacatenco Del, Nueva Industrial Vallejo, Gustavo A. Madero, 07738 Ciudad de México, México",Error scraping content,Error extracting emails
Departamento de Bioquímica del CINVESTAV,http://biochem.cinvestav.mx/,+52 55 5747 3800 ext. 5231,"de, Av Instituto Politécnico Nacional 2508, San Pedro Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Departamento de Genética y Biología Molecular,http://genetica.cinvestav.mx/,+52 55 5747 3800,"Av Instituto Politécnico Nacional 2508, San Pedro Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Departamento de Biomedicina molecular,http://biomol.cinvestav.mx/,+52 55 5747 3800,"Av Instituto Politécnico Nacional 2508, San Pedro Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Departamento de biotecnología y bioingeniería,http://www.biotecnologia.cinvestav.mx/,+52 55 5747 3800,"Av Instituto Politécnico Nacional 2508, San Pedro Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Coordinación General de Planeación e Información Institucional,http://www.ipn.mx/,+52 55 5729 6000,"María Luisa Estampa Ortigoza 283, Nueva Industrial Vallejo, Gustavo A. Madero, 07738 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Posgrado en Ciencias en Ingeniería de Telecomunicaciones (PCIT),https://linktr.ee/ipnmcit,+52 57296000,"Unidad Profesional, Adolfo López Mateos Tercer Piso, ESIME Zacatenco, Gustavo A. Madero, 07738 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
CECUAM Centro Educativo Cumbre de América,http://www.cecuam.mx/,+52 55 4164 5827 ext. 11111,"Canal de Desfogue y esquina Avenida de, Las Flores s/n, Juan González Romero, Gustavo A. Madero, 07410 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad ICEL - Campus Zona Rosa,http://www.icel.edu.mx/,+52 55 5350 9100,"Liverpool 59, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
CORPORATIVO UNIVERSITARIO PANAMERICANO MÉXICO,http://www.cupmexico.com/,+52 55 7710 4898,"Av. Miguel Othón de Mendizábal Ote. 637, La Escalera, Gustavo A. Madero, 07320 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UCAD Universidad en Línea,https://enlinea.ucad.edu.mx/,+52 55 7100 4580,"Av. P.º de la Reforma 26-Oficina 17, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Auditorio de la Coordinación General de Planeación e Información Institucional,http://www.ipn.mx/coplaneval/,,"Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Michael Faraday,http://www.univmf.edu.mx/,+52 55 5396 3003,"Laguna del Carmen 167, Anáhuac I Secc., Anáhuac I Secc, Miguel Hidalgo, 11320 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UMOV Academy Universidad en Línea,https://umov.mx/,+52 55 5001 8359,"Av. Paseo de la Reforma 26. Pisos 17, 20 y 22, 06660 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Justo Sierra Universidad Campus Ticomán,https://www.universidad-justosierra.edu.mx/,+52 55 1885 6443,"Calz. Ticomán 892, Col. Barrio Candelaria, Ticoman, Gustavo A. Madero, 07340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
EST - Escuela Superior de Turismo - IPN,https://www.est.ipn.mx/,+52 55 5729 6000,"Miguel Bernard 39, La Purísima Ticoman, Gustavo A. Madero, 07630 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Justo Sierra Campus Medicina,https://www.universidad-justosierra.edu.mx/licenciaturas/medico-cirujano-ticoman/,+52 55 5747 8908,"Calz. Ticomán 1111, Residencial Zacatenco, Gustavo A. Madero, 07310 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ESIA Unidad Ticomán,https://www.esiatic.ipn.mx/,,"La Purísima Ticoman, Gustavo A. Madero, 07340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ESIME - Escuela Superior de Ingeniería Mecánica y Eléctrica Unidad Azcapotzalco IPN,https://www.esimeazc.ipn.mx/,+52 55 5729 6000,"Av. de las Granjas 682, Santa Catarina, Azcapotzalco, 02550 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Rosario Castellanos Euzkadi,https://rcastellanos.cdmx.gob.mx/,,"Blvd. Ferrocarriles 514-18, Industrial Vallejo, Azcapotzalco, 02300 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
INSTITUTO GNÓSTICO DE MÉXICO,http://gnosticoazcapo.education/,+52 55 9063 0126,"C. 12 574, Pro Hogar, Azcapotzalco, 02600 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Universidad Pedagogica Nacional, Unidad 095 Azcapotzalco",https://upnunidad095.wixsite.com/website,+52 55 5281 4407,"Avenida, Calz. Azcapotzalco - La Villa 1011, San Andres de las Salinas, Azcapotzalco, 02320 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Residencia de Alumnos de la Universidad Pontificia de México,https://www.pontificia.edu.mx/residencias-de-estudiantes-upm/,,"Seminario Núm. 26, Santa Ursula Xitla, Delegación, Tlalpan, CDMX, México",Error scraping content,Error extracting emails
EBC - Campus Ciudad de México Sur,https://www.ebc.mx/campus/ciudad-de-mexico-sur,+52 55 3683 2444,"Anillo Perif. 4407, Jardines en la Montaña, Tlalpan, 14210 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNIVERSIDAD Panamericana,http://prepaup.edu.mx/,+52 55 5424 1280,"Cdad. de León 54, Colonia Miguel Hidalgo Delegación, Tlalpan, 14260 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
PILARES Juventino Rosas,https://pilares.cdmx.gob.mx/,,"Alfonso Priani, La Guadalupe, La Magdalena Contreras, 10820 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"M4thEdu ""Soluciones Escolares""",https://www.facebook.com/M4thedu-1642816569300418,+52 55 6618 0425,"De Las Rosas Mz.27-Lt.15, Torres de Potrero, Álvaro Obregón, 01840 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"MICHIWI TIENDA DE COMPUTADORAS PARA ESTUDIANTES DE SECUNDARIA, PREPARATORIA Y UNIVERSIDAD",http://facebook.com/MICHIWIPCTIENDADECOMPUTADORAS,+52 55 5810 8068,"Crisantemo 77, Torres de Potrero, Álvaro Obregón, 01840 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
PILARES Ferrocarril,https://pilares.cdmx.gob.mx/inicio,+52 55 6581 9438,"10800, F.C. de Cuernavaca 80, Barrio San Francisco, 10500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto General Lazaro Cardenas,https://www.institutolcr.com/,,"Palmas 140, El Rosal, Palmas, Álvaro Obregón, 01060 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Autónoma Metropolitana Unidad Xochimilco,https://www.uam.mx/unidad_xochimilco.html,+52 55 5483 7000,"Calz. del Hueso 1100, Coapa, Villa Quietud, Coyoacán, 04960 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Azteca International Network System,https://www.universidadazteca.net/,+52 55 3092 2489,"Av. San Francisco, Barrio San Francisco, La Magdalena Contreras, 10500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Biblioteca de la Universidad Anáhuac México Campus Sur,http://web.uas.mx/web/biblioteca/default.asp,+52 55 5628 8800,"Av. de las Torres 131, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Rosario Castellanos Magdalena Contreras,https://rcastellanos.cdmx.gob.mx/,,"IRC - CDMX, https://rcastellanos.cdmx.gob.mx, San Bernabé Ocotepec, La Magdalena Contreras, 10300 CDMX, México",Error scraping content,Error extracting emails
CUGENCO (Cursos Generales Para El Conocimiento),https://www.facebook.com/CursosGeneralesParaElConocimiento/,+52 55 2947 2859,"Calle Nogal, Mz 43, Lot 1, Col, Lomas de la Era, Álvaro Obregón, 01860 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
IELTS México | British Council | Universidad Iberoamericana | Centro Oficial,https://www.britishcouncil.org.mx/examen/ielts/ciudad-de-mexico,+52 55 8920 2688,"Vasco de Quiroga 10, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01219 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Victoria,http://universidadvictoria.edu.mx/,+52 55 5803 5555,"Coyuya 323, Santa Anita, Iztacalco, 08320 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Mexicano de la Pareja,http://www.ametep.com.mx/,+52 55 5257 0152,"Paseo de la Reforma 2693, Torre, A, 4to. Piso, Col, Lomas de Bezares, Miguel Hidalgo, 11910 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Domino's Avenida Universidad,https://www.dominos.com.mx/,+52 55 1454 4532,"Av. Universidad 86, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Educativo Moderno,http://www.colegiocem.mx/,+52 55 9180 3754,"Xola 36, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro de Desarrollo Transpersonal,https://centrotranspersonal.com.mx/,+52 55 6389 8064,"Av. Universidad 54, Narvarte Poniente, Benito Juárez, 03023 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
INHDEC Medical,https://www.inhdec.com/,,"Eje Central Lázaro Cárdenas, Periodista, Benito Juárez, 03620 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Pedagógica Nacional Unidad Upn 098,https://upn.mx/,+52 55 5630 9700,"Calz. de la Viga, Militar Marte, Iztacalco, 08830 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Asegura tu lugar en la Universidad,https://www.facebook.com/lugarasegurado,,"C. Martín Carrera, Campamento 2 de Octubre, Iztacalco, 08930 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto de Posgrado en Derecho,http://www.ipd.edu.mx/,+52 55 2614 9659,"Playa Colorada 3006, Reforma Iztaccihuatl Nte., Iztacalco, 08810 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad de Carvarg,http://universidaddecarvarg.com/,+52 55 4859 3405,"Eje Central Lázaro Cárdenas 829, Narvarte Oriente, Benito Juárez, 03020 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Tres Culturas | Tlalpan | UTC,https://utc.mx/,+52 800 953 1305,"Calz. de Tlalpan 639, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNID Campus Churubusco,http://www.unid.edu.mx/,+52 55 5634 3066,"09400 de, Calz. de la Viga 1390, La Viga, Iztapalapa, 09400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad UEM Churubusco,http://www.uem.edu.mx/,+52 55 6830 0029,"Calz. de la Viga 1425, El Retoño, Iztapalapa, 09440 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
IUCMA,https://iucma.negocio.site/?utm_source=gmb&utm_medium=referral,+52 967 688 3828,"Julián Villagrán N°18, Morelos, Iztapalapa, 29219 Ciudad de México, Chiapas, México",Error scraping content,Error extracting emails
Universidad Tres Culturas | Observatorio | UTC,https://utc.mx/,+52 55 7657 1857,"Av Observatorio 400, 16 de Septiembre, Miguel Hidalgo, 11810 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
CENRA,https://miscursoscenra.com/,+52 55 7448 3428,"Nte 86 4309, La Malinche, Gustavo A. Madero, 07890 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Club De Tenis Axomiatla Sa De Cv,https://www.clubaxomiatla.com/,+52 55 5635 1828,"Odisea 26, Lomas de Axomiatla, Álvaro Obregón, 01820 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Educación Continua Unam,https://educacioncontinua.unam.mx/,,"C. de Tacuba 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Prepa TEC,https://tec.mx/es/prepatec?utm_source=gmb-santafe&utm_medium=organic,+52 55 9177 8000,"Av Carlos Lazo 100, Santa Fe, La Loma, Álvaro Obregón, 01389 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
(CUNB) Centro Universitario Nicolas Bravo,http://cunb.com.mx/,+52 55 5751 8383,"Av. Rio Consulado N°208, Siete de Noviembre, Gustavo A. Madero, 07840 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Fundación Mexicana Para la Educación, la Tecnología y la Ciencia",https://www.funedmx.org/,+52 55 5292 1428 ext. 1101,"Prol. P.º de la Reforma 115, Santa Fe, Paseo de las Lomas, Cuajimalpa de Morelos, 01330 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
EGADE Business School,https://egade.tec.mx/,+52 55 9177 8090,"Av Carlos Lazo 100, Santa Fe, La Loma, Álvaro Obregón, 01389 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Universidad Pedagógica Nacional, Unidad 099, Ciudad de México, Poniente",https://upn099.mx/,+52 55 5639 8826,"La Morena 811, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"CCH Sur, Sala Audiovisual",http://www.cch-sur.unam.mx/,,"Colegio, Jardines del Pedregal, Coyoacán, 04500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UPN-Unidad 097,http://u097.upnvirtual.edu.mx/,+52 55 5630 9700,"Periferico Sur 3313, San Jerónimo Aculco, Álvaro Obregón, 01900 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro de Estudios de Opinión Pública,https://www.politicas.unam.mx/ceop/,+52 55 8423 1757,"Cto. Estadio Olímpico Universitario s/n, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Tecmilenio Artz Pedregal,http://universidad.tecmilenio.mx/campus-artz-pedregal-modalidad-connect,+52 55 2716 1493,"Dentro de Wework Artz Pedregal, Anillo Perif. 3720, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Instituto de Ecología, UNAM",http://www.ecologia.unam.mx/,+52 55 5622 8996,"C.U., Coyoacán, 04510 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Unidad de Transparencia de la UNAM,http://www.transparencia.unam.mx/,+52 55 5622 0473,"Lado nor-poniente del Estadio, Olímpico, C.U., 04510 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Hospital Universidad, Sc",http://www.soyabuelo.com.mx/,+52 55 5568 3810,"Lluvia 481, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
WOW U La Universidad Online del Efecto WOW,https://www.thewowu.com/,,"Petrarca 122, Polanco, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Develop Soluciones y Tecnología,http://www.develop.com.mx/,+52 55 5557 5012,"Presa Santa Teresa 176, Col. Irrigación, Miguel Hidalgo, 11500 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
VATEL INTERNATIONAL BUSINESS SCHOOL HOTEL & TOURISM MANAGEMENT,https://www.vatel.mx/,+52 55 1209 1963,"Calle Sócrates 156, Polanco, Polanco II Secc, Miguel Hidalgo, 11530 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto de Estudios Transgeneracionales,https://www.psicologiatransgeneracional.com/,+52 55 4522 1180,"Emerson 119, Polanco, Polanco Chapultepec, Miguel Hidalgo, 11560 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto DCK Cuitlahuac Formación Profesional y de Negocios,http://www.dckcuitlahuac.com/,+52 55 7159 0915,"Calz México-Tacuba 631, Tacuba, Miguel Hidalgo, 11410 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Bert Hellinger De Mexico,http://www.psicologiatransgeneracional.com/,+52 55 5255 5510,"Emerson 119, Polanco, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
IPADE Business School (Instituto Panamericano de Alta Dirección de Empresa),http://www.ipade.mx/,+52 55 5354 1800,"Calle Floresta 20, Claveria, Azcapotzalco, 02080 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Universitario Jl Francisco Larroyo Sc,http://cufl.edu.mx/,+52 55 5842 1261,"Av. Tlahuac 7367, Santa Cecilia, Tláhuac, 13010 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNIVERSIDAD TOMINAGA NAKAMOTO,http://www.utominaga.edu.mx/,+52 55 6251 3455,"Luis Freg #6, Lomas de Sotelo, 53390 Naucalpan de Juárez, Méx., México",Error scraping content,Error extracting emails
Universidad Tres Culturas | Toreo | UTC,https://www.utc.mx/,+52 55 7261 7597,"Ingenieros Militares Calzada México-Tacuba 160, Esquina, Argentina Poniente, Miguel Hidalgo, 11230 Ciudad de México, México",Error scraping content,Error extracting emails
La Unidarx,http://instagram.com/unidarx,,"Calle Salvador Díaz Mirón 114, entre Sta María la Ribera, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Da Vinci,https://udavinci.edu.mx/,+52 55 5557 0307,"Laguna de Términos 221b-Piso 14, Granada, Miguel Hidalgo, 11520 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Tao University,http://www.taouniversity.mx/,,"Av. Pdte. Masaryk 512, Polanco, Polanco V Secc, Miguel Hidalgo, 11530 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Consejo de Acreditación en Programas Educativos en Matemáticas CAPEM,http://www.capem.org.mx/,+52 55 2656 5909,"Los Cipreses 122, San Andrés Totoltepec, Tlalpan, 14400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Mentor Praxis,https://www.mentorpraxis.com.mx/,+52 55 4415 0559,"Bosque de los Ciruelos 278, Bosque de las Lomas, Miguel Hidalgo, 11700 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Academia Mexicana de Ciencias,http://www.amc.mx/,+52 55 5849 4905,"Los Cipreses s/n, km 23.5 de la carretera federal, San Andrés Totoltepec, Tlalpan, 14400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Curso de Ingreso a UNAM y Comipems,http://www.ebys.com.mx/,+52 55 4957 5655,"Av. Guadalupe I. Ramírez 502, Tierra Nueva, Xochimilco, 16050 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
EBYS,http://www.ebys.com.mx/,+52 55 5676 0508,"Av. Guadalupe I. Ramírez 502, Tierra Nueva, Xochimilco, 16050 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Regularizacion Todas Las Materias Y Niveles,http://ebys.com.mx/,+52 55 5676 0508,"Av. Guadalupe I. Ramírez 502, Tierra Nueva, Xochimilco, 16050 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Facultad de Derecho de la Ciudad de México,https://www.facebook.com/FACDERCDMX/,+52 55 3728 4452,"Av. División del Nte. 3011, El Rosedal, Coyoacán, 04330 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad para el Bienestar Benito Juárez García Sede Xochimilco,https://ubbj.gob.mx/,+52 55 9036 2214,"San Bernardino 121, Potrero de San Bernardino, Xochimilco, 16030 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
C.E.I.E.P.Av,http://www.fmvz.unam.mx/,,"Salvador Díaz Mirón 65, Santa Ana Poniente, Tláhuac, 13300 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Escuela Nacional Preparatoria N° 4 ""Vidal Castañeda y Najera"" UNAM",http://enp4.unam.mx/,+52 55 5277 0848,"Av Observatorio 170, Observatorio, Miguel Hidalgo, 11860 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Personal English,http://www.personalenglish.com.mx/,+52 55 5850 9577,"Rojo Gómez 3, Granjas Cabrera, Tláhuac, 13230 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Tecnológica Laja Bajío,http://utlajabajio.edu.mx/sitio/view/quienes-somos.php,+52 461 287 4563,"Av. Rodolfo Neri Vela 401, Bosque de Chapultepec II Secc, Miguel Hidalgo, 11100 Santa María del Refugio, CDMX, México",Error scraping content,Error extracting emails
Vacunación COVID-19 - Universidad Marista,https://vacunacion.cdmx.gob.mx/,+52 55 5658 1111,"Canal de Chalco 928, Col del Mar, Tláhuac, 13270 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNIVERMILENIUM CORPORATIVO,http://univermilenium.edu.mx/,,"Galileo 101, Polanco, Polanco IV Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
IMES México S. C.,http://www.imesmexico.org/,,"C. Montes Urales, Lomas - Virreyes, Lomas de Chapultepec III Secc, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Dependencia de la Universidad Nacional Autonoma de México,https://www.unam.mx/,+52 55 5845 0029,"Salvador Díaz Mirón 89, Santa Ana Poniente, Tláhuac, 09790 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Projects México,http://www.projectmexico.com.mx/,+52 56 2632 1419,"C. Montes Urales 505, Lomas - Virreyes, Lomas de Chapultepec III Secc, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
IE University - Mexico Office,https://www.ie.edu/programs/?utm_medium=social&utm_source=gmb&utm_campaign=ieteam_feed_camp_en_ww_lead_comm_prod_allu_alle_allpw_allp&utm_term=ieteam,+52 55 8647 0123,"C/ Pedregal 24, Torre Virreyes, Piso 3, Oficina 321, Molino del Rey, 11040 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Curso Aragonés UNAM Plantel Oceania,https://www.facebook.com/CursoAragonesUNAM,+52 55 4846 8796,"Nte. 178 637, Pensador Mexicano, Venustiano Carranza, 15510 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"CENTRO | Diseño, Cine y Televisión",https://www.centro.edu.mx/,+52 55 2789 9000,"Av Constituyentes 455, América, Miguel Hidalgo, 11820 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Mexicana - UNIMEX Plantel Polanco,http://unimex.edu.mx/,+52 55 1102 0290,"Av. Emilio Castelar 83, Polanco, Polanco IV Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Gestal de Puebla,http://www.gestalthumanista.com/,+52 222 248 4107,"37 Sur 1501, Ampliación Belza5rio Dominguez, Gustavo A. Madero, 72180 Puebla, Pue., México",Error scraping content,Error extracting emails
clases a domicilio EDUCERE,https://clases-educere.com.mx/,+52 55 5934 1156,"Nte. 80 5203-Interior 4, Gertrudis Sánchez II Secc, Gustavo A. Madero, 07839 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Capacitación Burmed Educación Financiera y Bursátil.,https://www.facebook.com/profile.php?id=100087430951023,+52 55 1732 7335,"Av. 551 145, San Juan de Aragon, Gustavo A. Madero, 07969 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Ciencia Política y Administración Urbana,https://www.uacm.edu.mx/Oferta_academica/CHyCS/Licenciaturas/CPyAU,+52 55 7058 4353,"Tlacaelel 1, Loma la Palma, Gustavo A. Madero, 07160 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNIVERSIDAD CNCI TLAHUAC,https://www.cnci.edu.mx/propios/tlahuac/,+52 55 2160 0126,"Av. la Turba 564, Miguel Hidalgo, Tláhuac, 13200 Tlahuac, CDMX, México",Error scraping content,Error extracting emails
"Universidad Del Valle De México, S.C.",https://uvm.mx/,+52 55 9138 5000,"Campos Elíseos 223, Polanco, Polanco V Secc, Álvaro Obregón, 01060 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
URC,https://rcastellanos.cdmx.gob.mx/,,"San Juan de Aragón II Secc, Gustavo A. Madero, 07979 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad cesca,http://cesca.mx/,,"constitución local 206 plaza la 3ra, C. 3, México",Error scraping content,Error extracting emails
Escuela de Altos Estudios en Salud,http://lasalle.mx/,+52 55 5278 9500,"Sta Teresa, Tlalpan, 14010 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Flacso Mexico,https://www.flacso.edu.mx/,+52 55 3000 0200,"Carr. Picacho-Ajusco 377, Héroes de Padierna, Tlalpan, 14200 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Tecmilenio Ferrería,https://universidad.tecmilenio.mx/campus-ferreria-tecmilenio,+52 55 2626 5050,"Av. de las Granjas 800, Santa Barbara, Azcapotzalco, 02230 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Educativo Nous,https://www.facebook.com/profile.php?id=100092351390941,+52 55 4138 5496,"Club Deportivo Universidad 29 A, Coapa, Villa Lázaro Cárdenas, Tlalpan, 14370 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
EGADE Business School,http://www.egade.mx/,+52 55 5483 1619,"C. Puente #222, Coapa, Arboledas del Sur, Tlalpan, 14360 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Tecnologico Roosevelt Plantel Tlalpan,http://www.roosevelt.edu.mx/,+52 55 5549 1913,"Calz. de Tlalpan 4379, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Latinoamericano de la Comunicación Educativa,https://www.ilce.edu.mx/,+52 55 5020 6500,"C. Puente 45, Coapa, Arboledas del Sur, Tlalpan, 14380 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Escuela de Enfermería María Elena Maza Brito,https://www.escuelaenfermeriamemb.edu.mx/,+52 55 5487 0900,"Vasco de Quiroga 15, Belisario Domínguez Secc 16, Tlalpan, 14080 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
CIESAS,https://ciesas.edu.mx/,+52 55 5487 3690,"C. Niño Jesús 251, La Joya, Tlalpan, 14090 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Seminario Conciliar de México,http://www.conciliar.mx/,+52 55 5573 2222,"Guadalupe Victoria 133, Tlalpan Centro I, Tlalpan, 14000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Kapta Asesorías Académicas,https://m.facebook.com/kapta.asesoriasacademicas/,+52 55 5603 1228,"Calz. de las Bombas 887, Coapa, Cafetales II, Coyoacán, 04909 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Escuela de Dietética y Nutrición,https://edn.issste.gob.mx/,+52 55 5665 8056,"Callejon Via, Av. San Fernando No. 12, San Pedro Apostol, Tlalpan, 14070 CDMX, México",Error scraping content,Error extracting emails
