title,website,phone,address
ESCUELA FERNANDO CELADA,,,"C. Guadalupe I. Ramírez 31, San Lucas Xochimanca, Xochimilco, 16300 Ciudad de México, CDMX, México"
Escuela Primaria,,,"C. Guinea 41, Romero Rubio, Venustiano Carranza, 15400 Ciudad de México, CDMX, México"
Escuela Luís Pasteur,,+52 55 5760 7288,"Ote. 95 4607, Nueva Tenochtitlan, Gustavo A. Madero, 07890 Ciudad de México, CDMX, México"
Escuela Primaria Diego Rivera Barrientos,,+52 55 5799 3420,"C. 633 138, San Juan de Aragón IV Secc, Gustavo A. Madero, 07979 Ciudad de México, CDMX, México"
Sep Escuela Primaria Moctezuma I,https://e09dpr1542p.wixsite.com/moctezumailhuicamina/,+52 55 5796 4603,"Av 585, San Juan de Aragón III Secc, Gustavo A. Madero, 07970 Ciudad de México, CDMX, México"
ESCUELA HEROE ANTONIO REYES,,,"Nte 84-A, Gertrudis Sánchez II Secc, Gustavo A. Madero, 07839 Ciudad de México, CDMX, México"
"Escuela Primaria ""Winston Churchill""",,+52 55 5771 4188,"Av. 563 Plaza 10, San Juan de Aragón II Secc, Gustavo A. Madero, 07969 Ciudad de México, CDMX, México"
escuela primaria Cuauhtemoc,,,"Av. 583 43-P.B, San Juan de Aragón III Secc, Gustavo A. Madero, 07970 Ciudad de México, CDMX, México"
Escuela Roberto Lara y Lopez,,+52 55 5551 4901,"Esquina Calle China, C. Persia, Romero Rubio, 15400 Ciudad de México, CDMX, México"
"Escuela Primaria ""Ana Maria Berlanga""",,+52 55 5551 2948,"Av. 507 S/N, San Juan de Aragón I Secc, Gustavo A. Madero, 07969 Ciudad de México, CDMX, México"
"Escuela Primaria ""Coronel Silvestre López""",,+52 55 5796 9522,"C. 641 S/N, San Juan de Aragón V Secc, Gustavo A. Madero, 07979 Ciudad de México, CDMX, México"
Escuela 2,,,"San Juan de Aragón II Secc, Gustavo A. Madero, 07969 Ciudad de México, CDMX, México"
Escuela Primaria Lic. Ernesto Enríquez,,+52 55 5771 0612,"C. Damasco 82, Romero Rubio, Venustiano Carranza, 15400 Ciudad de México, CDMX, México"
"Escuela Primaria ""Forjadores de la Cultura""",,,"Av. 539 152, San Juan de Aragón II Secc, Gustavo A. Madero, 07969 Ciudad de México, CDMX, México"
Escuela Margarita,,+52 55 5701 2669,"Tatac SN, San Juan de Aragón II Secc, Gustavo A. Madero, 15600 Ciudad de México, CDMX, México"
Escuela,,+52 55 5601 8909,"Av 613 213, San Juan de Aragón III Secc, Gustavo A. Madero, 07970 Ciudad de México, CDMX, México"
"Escuela Primaria ""Juan José Martínez""",,,"Sur 183 1701, Gabriel Ramos Millán Secc Cuchilla, Iztacalco, 08030 Ciudad de México, CDMX, México"
"Escuela Primaria ""Chipre""",,+52 55 3601 7175,"C. Canarias 53, San Simón, Benito Juárez, 03660 Ciudad de México, CDMX, México"
Instituto Pedagógico Simón Bolívar,,+52 55 5532 7836,"Av, Simón Bolívar 1320, San Simón, Benito Juárez, 03660 Ciudad de México, CDMX, México"
"Escuela Secundaria Técnica N° 44 ""Francisco Villa""",,,"Esquina Francisco del Paso y Troncoso, Del Rosal, Purísima Atlazolpa, 09429 Ciudad de México, México"
"Escuela Primaria ""Federico Berrueto Ramón""",,+52 55 5634 0655,"Topógrafos 65, Nueva Rosita, Iztapalapa, 09420 Ciudad de México, CDMX, México"
Escuela de Masaje y Terapias Alternativas CentroSana,https://www.centrosana.com.mx/,+52 55 3096 4788,"Calle de Bolívar 8-Interior 110, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México"
Clases de natación Pingüis,http://www.natacionpinguis.com/,+52 55 5517 8278,"Calz. de los Misterios 103, Ex Hipódromo de Peralvillo, Cuauhtémoc, 06220 Ciudad de México, CDMX, México"
Karate Legacy Toshinkai,https://sites.google.com/view/karatelegacytoshinkai/inicio?authuser=4,+52 55 1809 2431,"Calle Nte 74-A 3715, La Joya, Gustavo A. Madero, 07890 Ciudad de México, CDMX, México"
Prezzi Escuela De Joyería,,+52 55 4351 3441,"República de Guatemala 2-Piso 3, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06020 Centro, CDMX, México"
Sep Jardin de Raul Isidro Burgos,,+52 55 5760 8824,"Ote. 95 72 -a, La Joya, Gustavo A. Madero, 07890 Ciudad de México, CDMX, México"
"Escuela certificadora en fisioterapia, quiropráctica, masoterapia y rehabilitación",https://www.instagram.com/ki_sport_plantel_aragon?igsh=dnQwaXoxYTluaTNx,+52 55 1977 5000,"Cto. Interior 171, Fernando Casas Alemán, Gustavo A. Madero, 07960 Ciudad de México, CDMX, México"
Escuela De Manejo City Car,,+52 55 4583 7677,"Ángel Albino Corzo 4511, Gertrudis Sánchez III Secc, Gustavo A. Madero, 07838 Ciudad de México, CDMX, México"
Escuela de básquetbol ULAMA,,+52 55 7220 1216,"Deportivo Zarco Av.503 entre Av.Talisman, Calle 506 y, San Juan de Aragón I Secc, Gustavo A. Madero, 07969 Ciudad de México, CDMX, México"
Instituto Ingenia Escuela De Robotica,https://www.institutoingenia.com/,+52 55 5118 8515,"Calle Prol. Guerrero 22, San Simón Tolnahuac, Cuauhtémoc, 06920 Ciudad de México, CDMX, México"
Escuela de Estilismo Arturos,,+52 55 1018 7624,"Nte. 60-A 3737, Mártires de Río Blanco, Gustavo A. Madero, 07880 Ciudad de México, CDMX, México"
Sede y escuela CMDF Compañía Mexicana de Danza Folklórica,https://www.facebook.com/CMDFmexico,+52 55 1526 4633,"Decorado 319, 5o Tramo 20 de Noviembre, Venustiano Carranza, 15300 Ciudad de México, CDMX, México"
Escuela de Manejo Lider,,+52 55 2341 7679,"Norte 76-A 3420, La Joya, Gustavo A. Madero, 07890 Ciudad de México, CDMX, México"
"CEDART ""Frida Kahlo""",http://sic.gob.mx/ficha.php?table=centro_educacion&table_id=27,+52 55 1555 8950,"Donceles 94, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ejido del Centro, CDMX, México"
Escuela de Futbol Pumas Aragon,,,"Av 503, San Juan de Aragón I Secc, Gustavo A. Madero, 07969 Ciudad de México, CDMX, México"
Escuela De Danzas Árabes Sherry Habibi,,,"Av Oceanía 265, Pensador Mexicano, Venustiano Carranza, 15510 Ciudad de México, CDMX, México"
"Escuela Secundaria General 70 ""Mahatma Mohandas K. Gandhi""",https://secundaria70mahatma.wordpress.com/empiezaaqui/,+52 55 5266 2554,"Calle Gral. Gertrudis Sanchez s/n, 1ro de Mayo, Venustiano Carranza, 15440 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 83 ""Valentin Gomez Farias""",,+52 55 5597 0631,"Lerdo 242, Tlatelolco, Cuauhtémoc, 06900 Ciudad de México, CDMX, México"
"Escuela Secundaria Técnica N° 23 ""Dr. Mariano Vázquez Rodríguez""",https://www.tecnica23.com/,+52 55 5910 7431,"Estrella 27, Guerrero, Cuauhtémoc, 06300 Ciudad de México, CDMX, México"
Escuela Secundaria Diurna N° 277 “Luis González y González”,,+52 55 5789 5987,"Eje 1 Norte Calle Albañiles 277, Morelos, Venustiano Carranza, 15270 Ciudad de México, CDMX, México"
Escuela de Música Casa Garrido,,+52 55 8011 7805,"Matamoros 46, Guerrero, Cuauhtémoc, 06300 Ciudad de México, CDMX, México"
"Escuela Secundaria Técnica N° 7 ""José Guadalupe Posada""",,,"Ca. Ferrocarril de Cintura 85, Penitenciaría, Venustiano Carranza, 15350 Ciudad de México, CDMX, México"
"Escuela Secundaria Técnica N° 42 ""Ing. Alejo Peralta Diaz Ceballos""",,+52 55 5526 6836,"Gorostiza S/N, Morelos, Cuauhtémoc, 06200 Ciudad de México, CDMX, México"
Escuela de podología QUIMPOD,http://facebook.com/quimpod,+52 55 5732 4230,"Tlacotal S 2408, Tlacotal Ramos Millán, Iztacalco, 08720 Ciudad de México, CDMX, México"
Escuela de buceo Nautilus Diving Friends,https://nautilusdivingfriends.com/,+52 55 1918 4714,"Eje Central Lázaro Cárdenas 854, Niños Heroes de Chapultepec, Niños Héroes, Benito Juárez, 03440 Ciudad de México, CDMX, México"
Intituto De Ingles Y Escuela De Derecho,,,"Isabel La Católica 12, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Centro, CDMX, México"
"Escuela Secundaria General N° 11 ""Adriana Garcia Corral""",https://sec11jornadaampliada.blogspot.com/?m=1,+52 55 5512 0694,"Belisario Domínguez 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, México"
"Escuela Secundaria No. 200 ""General Augusto César Sandino""",,+52 55 2121 6576,"esquina con, Jaime Nunó, Ignacio Comonfort s/n, Morelos, Cuauhtémoc, 06200 CDMX, México"
Escuela Canina Hanyu,,+52 56 1018 8611,"Cto Interior Avenida Río Churubusco 243, Gabriel Ramos Millán, Iztacalco, 02108 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 16 ""Pedro Díaz""",,,"Eje Central Lázaro Cárdenas 305D, Tlatelolco, Cuauhtémoc, 06900 Ciudad de México, CDMX, México"
Escuela de Diseño Floral UNAFLOR,http://www.facebook.com/unaflordiseno,+52 55 6376 1946,"Anden 4 local 190, mercado de flores y hortalizas Central de Abastos, 09040 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 64 ""Maestro José Calvo Saucedo""",http://secundaria64.mex.tl/,+52 55 5162 9408,"Estaño y Sorpresa, Felipe Ángeles, Venustiano Carranza, 15310 Ciudad de México, CDMX, México"
Escuela de Ingles,,+52 55 1331 5939,"Ángel Albino Corzo 2912, Tablas de San Agustín, Gustavo A. Madero, 07860 Ciudad de México, CDMX, México"
Escuela de inglés Vanessa,,,"Nte 82-A 4706, Nueva Tenochtitlan, Gustavo A. Madero, 07890 Ciudad de México, CDMX, México"
"Escuela de esgrima deportiva Carpizo Xicotencatl: florete, espada y sable.",,+52 55 6052 1822,"Soria 457, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX, México"
"Escuela Secundaria General N° 100 ""Luis de Camoens""",,+52 55 5537 3728,"Cto. Interior 1553, Cuauhtémoc, 06220 Ciudad de México, CDMX, México"
Escuela Para Estudios de Ortodoncia GRUMEO,,+52 55 5682 6132,"Rufino Blanco Fombona 2618, Iztaccihuatl, Benito Juárez, 03520 Ciudad de México, CDMX, México"
Escuela Nacional de Ciegos Licenciado Ignacio Trigueros,,+52 55 2616 6461,"Cjon. Mixcalco 6, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06020 Ciudad de México, CDMX, México"
ENCAPT- ESCUELA NACIONAL DE CAPACITACIÓN PROFESIONAL DEL TRANSPORTE S.A. de C.V,https://es-la.facebook.com/encapt.escuelanacionaldecapacitacion,+52 55 5600 9196,"Edificio Azul, Calle 17, CEDA, Iztapalapa, 09040 Ciudad de México, CDMX, México"
ESCUELA LIBRE DE HOMEOPATIA DE MEXICO,http://www.escuelalibredehomeopatia.com.mx/,+52 55 5579 1677,"C. 5 de Febrero 751, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX, México"
Escuela jurídica y forense del SURESTE,,,"Av. Pdte. Plutarco Elías Calles 733, Nueva Sta Anita, Iztacalco, 08210 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 69 ""Martín V. Gonzalez""",http://p3df.mex.tl/,+52 55 5657 1271,"Plaza Benito Juarez, Benito Juárez, Bramadero Ramos Millán, Iztacalco, 08000 Ciudad de México, CDMX, México"
Escuela Secundaria para Trabajadores Número 67,,+52 55 5702 1468,"C. República de Bolivia 33, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06020 Ciudad de México, CDMX, México"
Escuela de música Silvestre Revueltas,,+52 55 5657 9482,"Benito Juárez 25, Bramadero Ramos Millán, Iztacalco, 08000 Ciudad de México, CDMX, México"
"Escuela Secundaria Técnica N° 2 ""Corregidora de Querétaro""",,+52 55 6128 6176,"Eje Central Lázaro Cárdenas 1-15, Guerrero, Cuauhtémoc, 06000 Ciudad de México, CDMX, México"
Escuela Estética Canina veterinaria,http://www.canis.mx/,+52 55 6319 7099,"Av Rubén M. Campos 2853, Villa de Cortés, Benito Juárez, 03530 De Cortés, CDMX, México"
Escuela osos peludos(oficial),,,"Sol 172, Guerrero, Cuauhtémoc, 06300 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 219 ""Ignacio Chávez""",http://www.sep.gob.mx/,+52 55 5648 1452,"Calle Oriente 118 S/N, Iztacalco, Gabriel Ramos Millán Secc Cuchilla, 08730 Ciudad de México, CDMX, México"
"Escuela Secundaria Técnica N° 12 ""Guardias Presidenciales""",https://www.facebook.com/Escuela-Secundaria-Tecnica-No-12-Guardias-Presidenciales-168034416547778/,+52 55 5204 0930,"Manuel Gonzalez 318, San Simón Tolnahuac, Cuauhtémoc, 06900 Ciudad de México, CDMX, México"
Escuela De Taekwondo,,,"Av. Universidad 7, Centro, Benito Juárez, 03020 Ciudad de México, CDMX, México"
"Escuela Preescolar ""Galacion Gomez""",,+52 55 5583 0027,"C. Tetrazzini 97, Peralvillo, Cuauhtémoc, 06220 Ciudad de México, CDMX, México"
"Escuela Nacional Preparatoria N° 2 ""Erasmo Castellanos Quinto"" UNAM",http://www.prepa2.unam.mx/,+52 55 5648 5480,"Av. Río Churubusco 1418, Carlos Zapata Vela, Iztacalco, 08040 Ciudad de México, CDMX, México"
Escuela Vocacional Tecnica,,,"Huichapan, Michoacana, Venustiano Carranza, 15250 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 106 ""Antonio Ballesteros Usano""",http://www.gob.mx/sep,+52 55 5597 4975,"Eje 2 Norte, Manuel Gonzalez 32, Tlatelolco, Cuauhtémoc, 06900 Ciudad de México, CDMX, México"
Colegio Estudio Naranja,https://www.comunidadestudionaranja.com/,+52 55 6223 4196,"Fernando Montes de Oca 195, Independencia, Benito Juárez, 03630 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 80 ""Dr. Martin Luther King""",,+52 55 6482 8272,"Eleuterio Méndez, San Simón, Benito Juárez, 03660 Ciudad de México, CDMX, México"
"Escuela Secundaria Técnica N° 3 ""Venustiano Carranza""",,,"Aztecas 1, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 65 ""Defensores de Puebla de 1863""",http://sec65.jimdofree.com/,,"Procuradores 1, El Sifón, Iztapalapa, 09400 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 148 ""Lao Tse""",http://www.sep.gob.mx/,+52 55 9129 2513,"Canal de Tezontle y Río Churubusco, Juventino Rosas, Iztacalco, 08700 Ciudad de México, CDMX, México"
"Escuela Secundaria Técnica N° 63 ""Melchor Ocampo""",,+52 55 5542 5823,"República de Guatemala 64, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06020 Ciudad de México, CDMX, México"
Escuela Gnóstica Universal A.C,,,"15210, Cardonal 66, Valle Gómez, Venustiano Carranza, Ciudad de México, CDMX, México"
Escuela Preparatoria 013 “JAAI”,,,"Ote. 95 4401, Nueva Tenochtitlan, Gustavo A. Madero, 07890 Ciudad de México, CDMX, México"
"Escuela Secundaria Técnica N° 74 ""José María Morelos y Pavón""",,+52 55 5634 6282,"Cerrada con, Av . Juan N. Álvarez, Martin Carrera, Campamento 2 de Octubre, 08930 Iztacalco, CDMX, México"
Centro Cultural Anahuac,http://www.ccanahuac.edu.mx/,+52 347 006 1510,"Cda. de Trabajadoras Sociales 223, Amp el Sifón, Iztapalapa, 09400 Ciudad de México, CDMX, México"
Escuela De Policia,,,"Calz. Gral. Ignacio Zaragoza 280, San Simón Tolnahuac, Cuauhtémoc, 06920 Ciudad de México, CDMX, México"
Atlas s/n Puerta 4 Escuela Superior de Educación Fisica,,,"Playa Roqueta 419, Santiago Sur, Iztacalco, 08800 Ciudad de México, CDMX, México"
"Escuela Secundaria General N° 57 ""República de Guatemala""",,+52 55 5760 5866,"Oriente 95, Nte. 64-A &, Mártires de Río Blanco, Gustavo A. Madero, 07869 Ciudad de México, CDMX, México"
"Escuela Secundaria Técnica N° 33 ""Profr. Rafael Ramírez Castañeda""",,+52 55 5664 6309,"Ote. 112, Gabriel Ramos Millán, Iztacalco, 08730 Ciudad de México, CDMX, México"
UDEEI 25 Escuela Primaria Dr. Belisario Domínguez,,+52 55 5518 2482,"C. Héroes 25, Centro Histórico de la Cdad. de México, Guerrero, Cuauhtémoc, 06300 Ciudad de México, CDMX, México"
Escuela de Iniciación Artística Núm. 4,http://www.sgeia.bellasartes.gob.mx/,+52 55 8647 5140,"C. San Fernando 14, Centro Histórico de la Cdad. de México, Guerrero, Cuauhtémoc, 06300 Ciudad de México, CDMX, México"
Escuela Libre de Fotografía,,,"Calz. de la Viga 734, Barrio de Zapotla, Iztacalco, 08610 Ciudad de México, CDMX, México"
"Escuela Secundaria General 40 ""Don Melchor Ocampo""",http://www.sep.gob.mx/,+52 55 8769 3117,"Calle Nte 29 63, Moctezuma 2da Secc, Venustiano Carranza, 15530 Ciudad de México, CDMX, México"
Escuela Sec. Angel Triaz Alvarez,,,"República del Ecuador 106, Lagunilla, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México"
Escuela Nacional de Ingenieros,,,"C. de Tacuba 5, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 336 ""Juán Ramírez Márquez""",,+52 55 5919 9276,"Playa Icacos 2, Santiago Sur, Iztacalco, 08800 Ciudad de México, CDMX, México"
Colegio Michelet Preparatoria,http://www.colegiomichelet.edu.mx/,+52 55 5698 9273,"Av. Pdte. Plutarco Elías Calles 986, Reforma Iztaccihuatl Nte., Iztacalco, 08810 Ciudad de México, CDMX, México"
"Escuela Telesecundaria N° 70 ""Matilde Montoya Lafragua""",,+52 55 5546 2218,"Magnolia 175, Guerrero, Cuauhtémoc, 06300 Ciudad de México, CDMX, México"
"Escuela Primaria ""Italia""",,,"Lerdo 178, Guerrero, Cuauhtémoc, 06300 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 257 ""Iztacalco""",,+52 55 5696 5977,"Ignacio Aldama, San Francisco Xilcantongo, Iztacalco, 08230 Ciudad de México, CDMX, México"
escuela bino corso,,,"nomelase, México"
ESCUELA 30 DE SEPTIEMBRE,,+52 55 5517 0803,"Privada Sarazate 94, Peralvillo, Cuauhtémoc, 06220 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 104 ""Ezequiel A. Chávez""",,+52 55 5789 9518,"Cananea S/N, Nicolás Bravo, Venustiano Carranza, 15220 Ciudad de México, CDMX, México"
ESCUELA DE MEDICINA ANCENSTRAL,,,"Tlacotal Ramos Millán, Iztacalco, 08720 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 123 ""República de Argentina""",,,"Av Canal de Apatlaco 700, Campamento 2 de Octubre, Iztacalco, 08930 Ciudad de México, CDMX, México"
"Escuela Secundaria General N° 6 ""Carlota Jasso""",,,"Calle Carmen, San Ildefonso, Centro, Cuauhtémoc, 06020 Ciudad de México, CDMX, México"
Escuela De Barbería,,,"Postal, 03410 Ciudad de México, CDMX, México"
Centro de Formacion Docente y Escuela para Padres,http://data.educacion.cdmx.gob.mx/index.php/sinviolencia/actividadesacademicas,,"Justo Sierra 49, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ejido del Centro, CDMX, México"
Avenida Heroica escuela naval militar,,+52 353 563 4001,"Cascada 2-68, Zacahuitzco, Iztapalapa, 09440 Ciudad de México, CDMX, México"
Colegio Cuauhtémoc,https://www.colegiocuauhtemoc.edu.mx/index.html,+52 55 1272 5504,"Belisario Domínguez 36, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, México"
Escuela Primaria Guadalupe Ceniceros de Zavaleta,,,"C. República de Bolivia 56, Centro Histórico de la Cdad. de México, Area 3, Cuauhtémoc, 06020 Ciudad de México, CDMX, México"
ESCUELA DE MANEJO AYAGUI,http://www.ayagui.com.mx/,+52 55 5759 7274,"Eduardo Molina 5426, Faja de Oro, Gustavo A. Madero, 07850 Ciudad de México, CDMX, México"
"Colegio ""Centro Educativo Plazamigos""",,+52 55 5538 0956,"Calz. de Tlalpan 793, Postal, Benito Juárez, 03410 Ciudad de México, CDMX, México"
Oficinas escuela abril,,,"Maple 72, Santa María Insurgentes, Cuauhtémoc, 06430 Ciudad de México, CDMX, México"
Escuela secundaria técnica No 13,,,"Tomas Vázquez 64, San Pedro Iztacalco, Iztacalco, 08220 Ciudad de México, CDMX, México"
Escuela De Capacitacion Ceneval,,,"Francisco del Paso y Troncoso 869, Barrio de los Reyes, Iztacalco, 08620 Ciudad de México, CDMX, México"
"Escuela Primaria ""Nicolás Rangel""",https://nicolasrangel649447987.wordpress.com/,+52 55 3601 7175,"Almacenes 92, Tlatelolco, Cuauhtémoc, 06900 Ciudad de México, CDMX, México"
"Escuela Secundaria General N° 113 ""Profr. Francisco Nicodemo""",,+52 55 5803 6034,"Miguel García García, Los Picos de Iztacalco I A, Iztacalco, 08770 Ciudad de México, CDMX, México"
Escuela de Regularización 'Mates10',http://mates10.wixsite.com/escuela,+52 55 3207 9653,"Cuitláhuac 9-8, Barrio de San Miguel, Iztacalco, 08650 Ciudad de México, CDMX, México"
ESCUELA DOLORES CORREA ZAPATA,,,"Calle Jaime Nuno 39, Lagunilla, Morelos, Morelos, 06200 Ciudad de México, CDMX, México"
Escuela Caritas de Puebla Asociación Religiosa,,+52 222 237 4377,"Santiago Sur, 08800 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 89 ""República de Ecuador""",,+52 55 5517 9991,"C. Plomo 195, Nicolás Bravo, Venustiano Carranza, 15220 Ciudad de México, CDMX, México"
"Escuela Primaria ""Jaime Torres Bodet""",https://www2.aefcm.gob.mx/directorio_escuelas/cct_mas_gbmx.jsp?cve_cct=09DPR1355V,+52 55510747,"Calle Nte. 74, La Joya, Gustavo A. Madero, 07890 Ciudad de México, CDMX, México"
Lázaro Cárdenas,http://www.sep.gob.mx/,,"Penalistas 30, San Juanico Nextipac, Iztapalapa, 09430 Ciudad de México, CDMX, México"
Colegio Yaiza,,+52 55 5771 6486,"C. Puerto Arturo 171, Aquiles Serdán, Venustiano Carranza, 15430 Ciudad de México, CDMX, México"
Primaria Julián Carrillo,,+52 55 5583 0023,"Caruso 98, Peralvillo, Cuauhtémoc, 06220 Ciudad de México, CDMX, México"
Escuela Primaria de Educación Especial No.30,,+52 55 3601 7599,"Pima Alto 40, Carlos Zapata Vela, Iztacalco, 08040 Ciudad de México, CDMX, México"
Escuela Nacional De Matematicas,,,"Bustamante 5, Coyuya, Iztacalco, 08620 Ciudad de México, CDMX, México"
Tonalamatl,,+52 55 5649 2930,"Esq. Recreo, Sur 111-A 2270, Juventino Rosas, Iztacalco, 08700 Ciudad de México, CDMX, México"
"Escuela Primaria ""Ma. de Jesús Santa Olalla López""",,,"Cda. M. de Río Blanco, Siete de Noviembre, Gustavo A. Madero, 07840 Ciudad de México, CDMX, México"
Colegio circulo de la cultura Paulo Freire,,,"Ote 87 2706, Emiliano Zapata, Gustavo A. Madero, 07889 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 51 ""Profr. Carlos Benitez Delorme""",http://sec51cbd.edu.mx/,+52 55 5919 9150,"Niños Heroes De Chapultepec No.101, 03440 Ciudad de México, CDMX, México"
Colegio Bonaventure,https://www.colegiobonaventure.com/,+52 55 5532 6082,"Av Emilio Carranza 62, Zacahuitzco, Benito Juárez, 03550 Ciudad de México, CDMX, México"
Colegio Donald Woods Winncott,http://colegiowinnicott.edu.mx/,+52 55 5579 2006,"Playa Caleta 327, Reforma Iztaccihuatl Nte., Iztacalco, 08810 Ciudad de México, CDMX, México"
"Escuela Primaria ""Carta Los Derechos y Deberes Económicos de los Estados""",http://www.gob.mx/sep,,"Veredas, INFONAVIT Iztacalco, Iztacalco, 08900 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 209 ""Francisco Villa""",,,"Canal de Tezontle, INFONAVIT Iztacalco, Iztacalco, 08900 Ciudad de México, CDMX, México"
"Escuela Secundaria Diurna N° 59 ""Rene Cassin""",,,"Av. Andrés Molina Enríquez 4431, Viaducto Piedad, Iztacalco, 08200 Ciudad de México, CDMX, México"
"Escuela Primaria ""Profr. Isidro C. Torres Moreno""",,+52 55 5634 2975,"Cda. Tezontle 10, Tlazintla, Iztacalco, 08650 Ciudad de México, CDMX, México"
Kids on Going,http://www.kidsongoing.com.mx/,+52 55 6116 7213,"Fresnos 87, Granjas Palo Alto, Cuajimalpa de Morelos, 05118 Ciudad de México, CDMX, México"
Mile2 Latam,http://www.mile2.com/,,"Bosques de Alisos 45, Granjas Palo Alto, Cuajimalpa de Morelos, 05120 Ciudad de México, CDMX, México"
Kids Bee Happy Vista Hermosa,,+52 55 9264 0981,"Loma del Parque 122, Lomas de Vista Hermosa, Cuajimalpa de Morelos, 05100 Ciudad de México, CDMX, México"
"Escuela Primaria ""Jesús Mastache Román""",,,"Valentín Gómez Farias, Campamento 2 de Octubre, Iztacalco, 08930 Ciudad de México, CDMX, México"
"Vínculo, Escuela Suzuki de Música",http://www.vinculoem.com/,+52 55 4582 4547,"Av Noche de Paz 14-Local 20, Granjas Navidad, Cuajimalpa de Morelos, 05219 Ciudad de México, CDMX, México"
"Escuela Secundaria Técnica N° 25 ""Manuel M. Cerna Castelazo""",,+52 55 5672 5570,"Bretaña 147, San Andrés Tetepilco, Iztapalapa, 09440 Ciudad de México, CDMX, México"
Kinder Alpine,http://www.kinderalpine.com.mx/,+52 55 2167 2159,"Av. Secretaría de Marina 526, Lomas del Chamizal, Cuajimalpa de Morelos, 05129 Ciudad de México, CDMX, México"
Humanitree - Hive & Flight Campus,https://www.humanitree.edu.mx/,+52 55 8620 0000,"Av Constituyentes 1100, Lomas Altas, Miguel Hidalgo, 11950 Ciudad de México, CDMX, México"
"Escuela Primaria ""República de Dahomey""",,+52 55 5657 6516,"Sur 117 A S/n, Juventino Rosas, 07150 Ciudad de México, CDMX, México"
Escuela Primaria Lic. Miguel Serrano,,+52 55 5512 3894,"República de Cuba 95, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, México"
"Vínculo, Escuela Suzuki de Música",https://www.vinculoem.com/,+52 55 4582 4547,"Plaza VIsta Hermosa, Av Noche de Paz 14-Local 20, Granjas Navidad, Cuajimalpa de Morelos, 05219 Ciudad de México, CDMX, México"
"Escuela Primaria ""Fray Melchor de Talamantes""",,+52 55 3601 7175,"Av. Ricardo Flores Magón 165, Tlatelolco, Cuauhtémoc, 06900 Ciudad de México, CDMX, México"
COLEGIO MALINALLI,,+52 55 5551 6600,"Av. 515 236, San Juan de Aragón I Secc, Gustavo A. Madero, 07969 Ciudad de México, CDMX, México"
Filial oficial Pumas Poniente,,+52 55 8035 5467,"Joaquín Gallo 101, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01210 Ciudad de México, CDMX, México"
Colegio Eseni de México,,+52 55 5590 2084,"Calz. de Tlalpan 817, Postal, Benito Juárez, 03400 Ciudad de México, CDMX, México"
"Escuela Primaria ""Estado de Sonora""",,,"C. Wagner 34, Ex Hipódromo de Peralvillo, Cuauhtémoc, 06250 Ciudad de México, CDMX, México"
SEP Escuela Primaria Arq. Manuel Tolsá,,+52 55 5795 4433,"Peluqueros S/N, Michoacana, Venustiano Carranza, 15240 Ciudad de México, CDMX, México"
"Escuela Primaria ""Enrique García Gallegos""",,+52 55 5650 0657,"Priv. Aculco 2, San José Aculco, Iztapalapa, 09410 Ciudad de México, CDMX, México"
